entity,n-revs,bugs,added,removed
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Sources.html,1,0,205,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Tenants.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Topics.html,1,0,203,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Worker.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/BaseResource.html,1,0,355,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/BookiesImpl.html,1,0,379,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/BrokerStatsImpl.html,1,0,437,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/BrokersImpl.html,1,0,458,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/ClustersImpl.html,1,0,899,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/ComponentResource.html,1,0,311,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/FunctionsImpl.html,1,0,997,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/JacksonConfigurator.html,1,0,284,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/LookupImpl.html,1,0,332,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/NamespacesImpl.html,1,0,2321,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/NonPersistentTopicsImpl.html,1,0,726,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/PulsarAdminBuilderImpl.html,1,0,581,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/ResourceQuotasImpl.html,1,0,523,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/SchemasImpl.html,1,0,393,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/SinkImpl.html,1,0,817,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/SinksImpl.html,1,0,922,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/SourceImpl.html,1,0,817,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/internal/SourcesImpl.html,1,0,922,0
